Problem:    f2_1
   442 Sequencing[C,2,C,3,U4]
                                   0         -3000               
   443 Sequencing[C,2,D,1,U1]
                                  -4         -3000               
   444 Sequencing[C,2,D,1,U2]
                                  -4         -3000               
   445 Sequencing[C,2,D,1,U3]
                               -1004         -3000               
   446 Sequencing[C,2,D,1,U4]
                               -1004         -3000               
   447 Sequencing[C,2,D,2,U1]
                                   1         -3000               
   448 Sequencing[C,2,D,2,U2]
                                   1         -3000               
   449 Sequencing[C,2,D,2,U3]
                                -999         -3000               
   450 Sequencing[C,2,D,2,U4]
                                -999         -3000               
   451 Sequencing[C,2,D,3,U1]
                                  19         -3000               
   452 Sequencing[C,2,D,3,U2]
                                  19         -3000               
   453 Sequencing[C,2,D,3,U3]
                                -981         -3000               
   454 Sequencing[C,2,D,3,U4]
                                -981         -3000               
   455 Sequencing[C,3,A,1,U1]
                                 -37         -3000               
   456 Sequencing[C,3,A,1,U2]
                               -1037         -3000               
   457 Sequencing[C,3,A,1,U3]
                                 -37         -3000               
   458 Sequencing[C,3,A,1,U4]
                               -1037         -3000               
   459 Sequencing[C,3,A,2,U1]
                                  -8         -3000               
   460 Sequencing[C,3,A,2,U2]
                               -1008         -3000               
   461 Sequencing[C,3,A,2,U3]
                               -1008         -3000               
   462 Sequencing[C,3,A,2,U4]
                                  -8         -3000               
   463 Sequencing[C,3,A,3,U1]
                               -1000         -3000               
   464 Sequencing[C,3,A,3,U2]
                               -3000         -3000               
   465 Sequencing[C,3,A,3,U3]
                               -1000         -3000               
   466 Sequencing[C,3,A,3,U4]
                               -1000         -3000               
   467 Sequencing[C,3,B,1,U1]
                                 -37         -3000               
   468 Sequencing[C,3,B,1,U2]
                               -1037         -3000               
   469 Sequencing[C,3,B,1,U3]
                               -1037         -3000               
   470 Sequencing[C,3,B,1,U4]
                                 -37         -3000               
   471 Sequencing[C,3,B,2,U1]
                               -1028         -3000               
   472 Sequencing[C,3,B,2,U2]
                               -1028         -3000               
   473 Sequencing[C,3,B,2,U3]
                                 -28         -3000               
   474 Sequencing[C,3,B,2,U4]
                                 -28         -3000               
   475 Sequencing[C,3,B,3,U1]
                               -1010         -3000               
   476 Sequencing[C,3,B,3,U2]
                               -1010         -3000               
   477 Sequencing[C,3,B,3,U3]
                                 -10         -3000               
   478 Sequencing[C,3,B,3,U4]
                                 -10         -3000               
   479 Sequencing[C,3,B,4,U1]
                               -1006         -3000               
   480 Sequencing[C,3,B,4,U2]
                               -1006         -3000               
   481 Sequencing[C,3,B,4,U3]
                                  -6         -3000               
   482 Sequencing[C,3,B,4,U4]
                                  -6         -3000               
   483 Sequencing[C,3,C,1,U1]
                                 -37         -3000               
   484 Sequencing[C,3,C,1,U2]
                               -2037         -3000               
   485 Sequencing[C,3,C,1,U3]
                                 -37         -3000               
   486 Sequencing[C,3,C,1,U4]
                                 -37         -3000               
   487 Sequencing[C,3,C,2,U1]
                                 -28         -3000               
   488 Sequencing[C,3,C,2,U2]
                               -1028         -3000               
   489 Sequencing[C,3,C,2,U3]
                               -1028         -3000               
   490 Sequencing[C,3,C,2,U4]
                                 -28         -3000               
   491 Sequencing[C,3,D,1,U1]
                                 -24         -3000               
   492 Sequencing[C,3,D,1,U2]
                               -1024         -3000               
   493 Sequencing[C,3,D,1,U3]
                                 -24         -3000               
   494 Sequencing[C,3,D,1,U4]
                               -1024         -3000               
   495 Sequencing[C,3,D,2,U1]
                                 -19         -3000               
   496 Sequencing[C,3,D,2,U2]
                               -1019         -3000               
   497 Sequencing[C,3,D,2,U3]
                                 -19         -3000               
   498 Sequencing[C,3,D,2,U4]
                               -1019         -3000               
   499 Sequencing[C,3,D,3,U1]
                                  -1         -3000               
   500 Sequencing[C,3,D,3,U2]
                               -1001         -3000               
   501 Sequencing[C,3,D,3,U3]
                                  -1         -3000               
   502 Sequencing[C,3,D,3,U4]
                               -1001         -3000               
   503 Sequencing[D,1,A,1,U1]
                                 -18         -3000               
   504 Sequencing[D,1,A,1,U2]
                                 -18         -3000               
   505 Sequencing[D,1,A,1,U3]
                                 -18         -3000               
   506 Sequencing[D,1,A,1,U4]
                               -2018         -3000               
   507 Sequencing[D,1,A,2,U1]
                                  11         -3000               
   508 Sequencing[D,1,A,2,U2]
                                  11         -3000               
   509 Sequencing[D,1,A,2,U3]
                                -989         -3000               
   510 Sequencing[D,1,A,2,U4]
                                -989         -3000               
   511 Sequencing[D,1,A,3,U1]
                                  19         -3000               
   512 Sequencing[D,1,A,3,U2]
                                -981         -3000               
   513 Sequencing[D,1,A,3,U3]
                                  19         -3000               
   514 Sequencing[D,1,A,3,U4]
                                -981         -3000               
   515 Sequencing[D,1,B,1,U1]
                                 -18         -3000               
   516 Sequencing[D,1,B,1,U2]
                                 -18         -3000               
   517 Sequencing[D,1,B,1,U3]
                               -1018         -3000               
   518 Sequencing[D,1,B,1,U4]
                               -1018         -3000               
   519 Sequencing[D,1,B,2,U1]
                               -1009         -3000               
   520 Sequencing[D,1,B,2,U2]
                                  -9         -3000               
   521 Sequencing[D,1,B,2,U3]
                                  -9         -3000               
   522 Sequencing[D,1,B,2,U4]
                               -1009         -3000               
   523 Sequencing[D,1,B,3,U1]
                                -991         -3000               
   524 Sequencing[D,1,B,3,U2]
                                   9         -3000               
   525 Sequencing[D,1,B,3,U3]
                                   9         -3000               
   526 Sequencing[D,1,B,3,U4]
                                -991         -3000               
   527 Sequencing[D,1,B,4,U1]
                                -987         -3000               
   528 Sequencing[D,1,B,4,U2]
                                  13         -3000               
   529 Sequencing[D,1,B,4,U3]
                                  13         -3000               
   530 Sequencing[D,1,B,4,U4]
                                -987         -3000               
   531 Sequencing[D,1,C,1,U1]
                                 -18         -3000               
   532 Sequencing[D,1,C,1,U2]
                               -1018         -3000               
   533 Sequencing[D,1,C,1,U3]
                                 -18         -3000               
   534 Sequencing[D,1,C,1,U4]
                               -1018         -3000               
   535 Sequencing[D,1,C,2,U1]
                                  -9         -3000               
   536 Sequencing[D,1,C,2,U2]
                                  -9         -3000               
   537 Sequencing[D,1,C,2,U3]
                               -1009         -3000               
   538 Sequencing[D,1,C,2,U4]
                               -1009         -3000               
   539 Sequencing[D,1,C,3,U1]
                               -1001         -3000               
   540 Sequencing[D,1,C,3,U2]
                               -2001         -3000               
   541 Sequencing[D,1,C,3,U3]
                               -1001         -3000               
   542 Sequencing[D,1,C,3,U4]
                               -2001         -3000               
   543 Sequencing[D,1,D,2,U1]
                               -1000         -3000               
   544 Sequencing[D,1,D,2,U2]
                               -1000         -3000               
   545 Sequencing[D,1,D,2,U3]
                               -1000         -3000               
   546 Sequencing[D,1,D,2,U4]
                               -3000         -3000               
   547 Sequencing[D,1,D,3,U1]
                                -982         -3000               
   548 Sequencing[D,1,D,3,U2]
                                -982         -3000               
   549 Sequencing[D,1,D,3,U3]
                                -982         -3000               
   550 Sequencing[D,1,D,3,U4]
                               -2982         -3000               
   551 Sequencing[D,2,A,1,U1]
                                 -36         -3000               
   552 Sequencing[D,2,A,1,U2]
                                 -36         -3000               
   553 Sequencing[D,2,A,1,U3]
                                 -36         -3000               
   554 Sequencing[D,2,A,1,U4]
                               -2036         -3000               
   555 Sequencing[D,2,A,2,U1]
                                  -7         -3000               
   556 Sequencing[D,2,A,2,U2]
                                  -7         -3000               
   557 Sequencing[D,2,A,2,U3]
                               -1007         -3000               
   558 Sequencing[D,2,A,2,U4]
                               -1007         -3000               
   559 Sequencing[D,2,A,3,U1]
                                   1         -3000               
   560 Sequencing[D,2,A,3,U2]
                                -999         -3000               
   561 Sequencing[D,2,A,3,U3]
                                   1         -3000               
   562 Sequencing[D,2,A,3,U4]
                                -999         -3000               
   563 Sequencing[D,2,B,1,U1]
                                 -36         -3000               
   564 Sequencing[D,2,B,1,U2]
                                 -36         -3000               
   565 Sequencing[D,2,B,1,U3]
                               -1036         -3000               
   566 Sequencing[D,2,B,1,U4]
                               -1036         -3000               
   567 Sequencing[D,2,B,2,U1]
                               -1027         -3000               
   568 Sequencing[D,2,B,2,U2]
                                 -27         -3000               
   569 Sequencing[D,2,B,2,U3]
                                 -27         -3000               
   570 Sequencing[D,2,B,2,U4]
                               -1027         -3000               
   571 Sequencing[D,2,B,3,U1]
                               -1009         -3000               
   572 Sequencing[D,2,B,3,U2]
                                  -9         -3000               
   573 Sequencing[D,2,B,3,U3]
                                  -9         -3000               
   574 Sequencing[D,2,B,3,U4]
                               -1009         -3000               
   575 Sequencing[D,2,B,4,U1]
                               -1005         -3000               
   576 Sequencing[D,2,B,4,U2]
                                  -5         -3000               
   577 Sequencing[D,2,B,4,U3]
                                  -5         -3000               
   578 Sequencing[D,2,B,4,U4]
                               -1005         -3000               
   579 Sequencing[D,2,C,1,U1]
                                 -36         -3000               
   580 Sequencing[D,2,C,1,U2]
                               -1036         -3000               
   581 Sequencing[D,2,C,1,U3]
                                 -36         -3000               
   582 Sequencing[D,2,C,1,U4]
                               -1036         -3000               
   583 Sequencing[D,2,C,2,U1]
                                 -27         -3000               
   584 Sequencing[D,2,C,2,U2]
                                 -27         -3000               
   585 Sequencing[D,2,C,2,U3]
                               -1027         -3000               
   586 Sequencing[D,2,C,2,U4]
                               -1027         -3000               
   587 Sequencing[D,2,C,3,U1]
                                 -19         -3000               
   588 Sequencing[D,2,C,3,U2]
                               -1019         -3000               
   589 Sequencing[D,2,C,3,U3]
                                 -19         -3000               
   590 Sequencing[D,2,C,3,U4]
                               -1019         -3000               
   591 Sequencing[D,2,D,1,U1]
                                 -23         -3000               
   592 Sequencing[D,2,D,1,U2]
                                 -23         -3000               
   593 Sequencing[D,2,D,1,U3]
                                 -23         -3000               
   594 Sequencing[D,2,D,1,U4]
                               -2023         -3000               
   595 Sequencing[D,2,D,3,U1]
                               -1000         -3000               
   596 Sequencing[D,2,D,3,U2]
                               -1000         -3000               
   597 Sequencing[D,2,D,3,U3]
                               -1000         -3000               
   598 Sequencing[D,2,D,3,U4]
                               -3000         -3000               
   599 Sequencing[D,3,A,1,U1]
                                 -43         -3000               
   600 Sequencing[D,3,A,1,U2]
                                 -43         -3000               
   601 Sequencing[D,3,A,1,U3]
                                 -43         -3000               
   602 Sequencing[D,3,A,1,U4]
                               -2043         -3000               
   603 Sequencing[D,3,A,2,U1]
                                 -14         -3000               
   604 Sequencing[D,3,A,2,U2]
                                 -14         -3000               
   605 Sequencing[D,3,A,2,U3]
                               -1014         -3000               
   606 Sequencing[D,3,A,2,U4]
                               -1014         -3000               
   607 Sequencing[D,3,A,3,U1]
                                  -6         -3000               
   608 Sequencing[D,3,A,3,U2]
                               -1006         -3000               
   609 Sequencing[D,3,A,3,U3]
                                  -6         -3000               
   610 Sequencing[D,3,A,3,U4]
                               -1006         -3000               
   611 Sequencing[D,3,B,1,U1]
                                 -43         -3000               
   612 Sequencing[D,3,B,1,U2]
                                 -43         -3000               
   613 Sequencing[D,3,B,1,U3]
                               -1043         -3000               
   614 Sequencing[D,3,B,1,U4]
                               -1043         -3000               
   615 Sequencing[D,3,B,2,U1]
                               -1034         -3000               
   616 Sequencing[D,3,B,2,U2]
                                 -34         -3000               
   617 Sequencing[D,3,B,2,U3]
                                 -34         -3000               
   618 Sequencing[D,3,B,2,U4]
                               -1034         -3000               
   619 Sequencing[D,3,B,3,U1]
                               -1016         -3000               
   620 Sequencing[D,3,B,3,U2]
                                 -16         -3000               
   621 Sequencing[D,3,B,3,U3]
                                 -16         -3000               
   622 Sequencing[D,3,B,3,U4]
                               -1016         -3000               
   623 Sequencing[D,3,B,4,U1]
                               -1012         -3000               
   624 Sequencing[D,3,B,4,U2]
                                 -12         -3000               
   625 Sequencing[D,3,B,4,U3]
                                 -12         -3000               
   626 Sequencing[D,3,B,4,U4]
                               -1012         -3000               
   627 Sequencing[D,3,C,1,U1]
                                 -43         -3000               
   628 Sequencing[D,3,C,1,U2]
                               -1043         -3000               
   629 Sequencing[D,3,C,1,U3]
                                 -43         -3000               
   630 Sequencing[D,3,C,1,U4]
                               -1043         -3000               
   631 Sequencing[D,3,C,2,U1]
                                 -34         -3000               
   632 Sequencing[D,3,C,2,U2]
                                 -34         -3000               
   633 Sequencing[D,3,C,2,U3]
                               -1034         -3000               
   634 Sequencing[D,3,C,2,U4]
                               -1034         -3000               
   635 Sequencing[D,3,C,3,U1]
                                 -26         -3000               
   636 Sequencing[D,3,C,3,U2]
                               -1026         -3000               
   637 Sequencing[D,3,C,3,U3]
                                 -26         -3000               
   638 Sequencing[D,3,C,3,U4]
                               -1026         -3000               
   639 Sequencing[D,3,D,1,U1]
                                 -30         -3000               
   640 Sequencing[D,3,D,1,U2]
                                 -30         -3000               
   641 Sequencing[D,3,D,1,U3]
                                 -30         -3000               
   642 Sequencing[D,3,D,1,U4]
                               -2030         -3000               
   643 Sequencing[D,3,D,2,U1]
                                 -25         -3000               
   644 Sequencing[D,3,D,2,U2]
                                 -25         -3000               
   645 Sequencing[D,3,D,2,U3]
                                 -25         -3000               
   646 Sequencing[D,3,D,2,U4]
                               -2025         -3000               
   647 Orderaround[A,1,A,2,U1]
                                   0            -1               
   648 Orderaround[A,1,A,2,U2]
                                   0            -1               
   649 Orderaround[A,1,A,2,U3]
                                  -1            -1               
   650 Orderaround[A,1,A,2,U4]
                                  -1            -1               
   651 Orderaround[A,1,A,3,U1]
                                   0            -1               
   652 Orderaround[A,1,A,3,U2]
                                  -1            -1               
   653 Orderaround[A,1,A,3,U3]
                                   0            -1               
   654 Orderaround[A,1,A,3,U4]
                                  -1            -1               
   655 Orderaround[A,1,B,1,U1]
                                   0            -1               
   656 Orderaround[A,1,B,1,U2]
                                   0            -1               
   657 Orderaround[A,1,B,1,U3]
                                  -1            -1               
   658 Orderaround[A,1,B,1,U4]
                                  -1            -1               
   659 Orderaround[A,1,B,2,U1]
                                  -1            -1               
   660 Orderaround[A,1,B,2,U2]
                                   0            -1               
   661 Orderaround[A,1,B,2,U3]
                                   0            -1               
   662 Orderaround[A,1,B,2,U4]
                                  -1            -1               
   663 Orderaround[A,1,B,3,U1]
                                  -1            -1               
   664 Orderaround[A,1,B,3,U2]
                                   0            -1               
   665 Orderaround[A,1,B,3,U3]
                                   0            -1               
   666 Orderaround[A,1,B,3,U4]
                                  -1            -1               
   667 Orderaround[A,1,B,4,U1]
                                  -1            -1               
   668 Orderaround[A,1,B,4,U2]
                                   0            -1               
   669 Orderaround[A,1,B,4,U3]
                                   0            -1               
   670 Orderaround[A,1,B,4,U4]
                                  -1            -1               
   671 Orderaround[A,1,C,1,U1]
                                   0            -1               
   672 Orderaround[A,1,C,1,U2]
                                  -1            -1               
   673 Orderaround[A,1,C,1,U3]
                                   0            -1               
   674 Orderaround[A,1,C,1,U4]
                                  -1            -1               
   675 Orderaround[A,1,C,2,U1]
                                   0            -1               
   676 Orderaround[A,1,C,2,U2]
                                   0            -1               
   677 Orderaround[A,1,C,2,U3]
                                  -1            -1               
   678 Orderaround[A,1,C,2,U4]
                                  -1            -1               
   679 Orderaround[A,1,C,3,U1]
                                   1            -1               
   680 Orderaround[A,1,C,3,U2]
                                   0            -1               
   681 Orderaround[A,1,C,3,U3]
                                   1            -1               
   682 Orderaround[A,1,C,3,U4]
                                   0            -1               
   683 Orderaround[A,1,D,1,U1]
                                   1            -1               
   684 Orderaround[A,1,D,1,U2]
                                   1            -1               
   685 Orderaround[A,1,D,1,U3]
                                   1            -1               
   686 Orderaround[A,1,D,1,U4]
                                  -1            -1               
   687 Orderaround[A,1,D,2,U1]
                                   1            -1               
   688 Orderaround[A,1,D,2,U2]
                                   1            -1               
   689 Orderaround[A,1,D,2,U3]
                                   1            -1               
   690 Orderaround[A,1,D,2,U4]
                                  -1            -1               
   691 Orderaround[A,1,D,3,U1]
                                   1            -1               
   692 Orderaround[A,1,D,3,U2]
                                   1            -1               
   693 Orderaround[A,1,D,3,U3]
                                   1            -1               
   694 Orderaround[A,1,D,3,U4]
                                  -1            -1               
   695 Orderaround[A,2,A,1,U1]
                                   0            -1               
   696 Orderaround[A,2,A,1,U2]
                                   0            -1               
   697 Orderaround[A,2,A,1,U3]
                                  -1            -1               
   698 Orderaround[A,2,A,1,U4]
                                  -1            -1               
   699 Orderaround[A,2,A,3,U1]
                                   0            -1               
   700 Orderaround[A,2,A,3,U2]
                                  -1            -1               
   701 Orderaround[A,2,A,3,U3]
                                  -1            -1               
   702 Orderaround[A,2,A,3,U4]
                                   0            -1               
   703 Orderaround[A,2,B,1,U1]
                                   1            -1               
   704 Orderaround[A,2,B,1,U2]
                                   1            -1               
   705 Orderaround[A,2,B,1,U3]
                                  -1            -1               
   706 Orderaround[A,2,B,1,U4]
                                   1            -1               
   707 Orderaround[A,2,B,2,U1]
                                  -1            -1               
   708 Orderaround[A,2,B,2,U2]
                                   0            -1               
   709 Orderaround[A,2,B,2,U3]
                                  -1            -1               
   710 Orderaround[A,2,B,2,U4]
                                   0            -1               
   711 Orderaround[A,2,B,3,U1]
                                  -1            -1               
   712 Orderaround[A,2,B,3,U2]
                                   0            -1               
   713 Orderaround[A,2,B,3,U3]
                                  -1            -1               
   714 Orderaround[A,2,B,3,U4]
                                   0            -1               
   715 Orderaround[A,2,B,4,U1]
                                  -1            -1               
   716 Orderaround[A,2,B,4,U2]
                                   0            -1               
   717 Orderaround[A,2,B,4,U3]
                                  -1            -1               
   718 Orderaround[A,2,B,4,U4]
                                   0            -1               
   719 Orderaround[A,2,C,1,U1]
                                   0            -1               
   720 Orderaround[A,2,C,1,U2]
                                  -1            -1               
   721 Orderaround[A,2,C,1,U3]
                                  -1            -1               
   722 Orderaround[A,2,C,1,U4]
                                   0            -1               
   723 Orderaround[A,2,C,2,U1]
                                   1            -1               
   724 Orderaround[A,2,C,2,U2]
                                   1            -1               
   725 Orderaround[A,2,C,2,U3]
                                  -1            -1               
   726 Orderaround[A,2,C,2,U4]
                                   1            -1               
   727 Orderaround[A,2,C,3,U1]
                                   0            -1               
   728 Orderaround[A,2,C,3,U2]
                                  -1            -1               
   729 Orderaround[A,2,C,3,U3]
                                  -1            -1               
   730 Orderaround[A,2,C,3,U4]
                                   0            -1               
   731 Orderaround[A,2,D,1,U1]
                                   0            -1               
   732 Orderaround[A,2,D,1,U2]
                                   0            -1               
   733 Orderaround[A,2,D,1,U3]
                                  -1            -1               
   734 Orderaround[A,2,D,1,U4]
                                  -1            -1               
   735 Orderaround[A,2,D,2,U1]
                                   0            -1               
   736 Orderaround[A,2,D,2,U2]
                                   0            -1               
   737 Orderaround[A,2,D,2,U3]
                                  -1            -1               
   738 Orderaround[A,2,D,2,U4]
                                  -1            -1               
   739 Orderaround[A,2,D,3,U1]
                                   0            -1               
   740 Orderaround[A,2,D,3,U2]
                                   0            -1               
   741 Orderaround[A,2,D,3,U3]
                                  -1            -1               
   742 Orderaround[A,2,D,3,U4]
                                  -1            -1               
   743 Orderaround[A,3,A,1,U1]
                                   0            -1               
   744 Orderaround[A,3,A,1,U2]
                                  -1            -1               
   745 Orderaround[A,3,A,1,U3]
                                   0            -1               
   746 Orderaround[A,3,A,1,U4]
                                  -1            -1               
   747 Orderaround[A,3,A,2,U1]
                                   0            -1               
   748 Orderaround[A,3,A,2,U2]
                                  -1            -1               
   749 Orderaround[A,3,A,2,U3]
                                  -1            -1               
   750 Orderaround[A,3,A,2,U4]
                                   0            -1               
   751 Orderaround[A,3,B,1,U1]
                                   0            -1               
   752 Orderaround[A,3,B,1,U2]
                                  -1            -1               
   753 Orderaround[A,3,B,1,U3]
                                  -1            -1               
   754 Orderaround[A,3,B,1,U4]
                                   0            -1               
   755 Orderaround[A,3,B,2,U1]
                                  -1            -1               
   756 Orderaround[A,3,B,2,U2]
                                  -1            -1               
   757 Orderaround[A,3,B,2,U3]
                                   0            -1               
   758 Orderaround[A,3,B,2,U4]
                                   0            -1               
   759 Orderaround[A,3,B,3,U1]
                                  -1            -1               
   760 Orderaround[A,3,B,3,U2]
                                  -1            -1               
   761 Orderaround[A,3,B,3,U3]
                                   0            -1               
   762 Orderaround[A,3,B,3,U4]
                                   0            -1               
   763 Orderaround[A,3,B,4,U1]
                                  -1            -1               
   764 Orderaround[A,3,B,4,U2]
                                  -1            -1               
   765 Orderaround[A,3,B,4,U3]
                                   0            -1               
   766 Orderaround[A,3,B,4,U4]
                                   0            -1               
   767 Orderaround[A,3,C,1,U1]
                                   1            -1               
   768 Orderaround[A,3,C,1,U2]
                                  -1            -1               
   769 Orderaround[A,3,C,1,U3]
                                   1            -1               
   770 Orderaround[A,3,C,1,U4]
                                   1            -1               
   771 Orderaround[A,3,C,2,U1]
                                   0            -1               
   772 Orderaround[A,3,C,2,U2]
                                  -1            -1               
   773 Orderaround[A,3,C,2,U3]
                                  -1            -1               
   774 Orderaround[A,3,C,2,U4]
                                   0            -1               
   775 Orderaround[A,3,C,3,U1]
                                   1            -1               
   776 Orderaround[A,3,C,3,U2]
                                  -1            -1               
   777 Orderaround[A,3,C,3,U3]
                                   1            -1               
   778 Orderaround[A,3,C,3,U4]
                                   1            -1               
   779 Orderaround[A,3,D,1,U1]
                                   0            -1               
   780 Orderaround[A,3,D,1,U2]
                                  -1            -1               
   781 Orderaround[A,3,D,1,U3]
                                   0            -1               
   782 Orderaround[A,3,D,1,U4]
                                  -1            -1               
   783 Orderaround[A,3,D,2,U1]
                                   0            -1               
   784 Orderaround[A,3,D,2,U2]
                                  -1            -1               
   785 Orderaround[A,3,D,2,U3]
                                   0            -1               
   786 Orderaround[A,3,D,2,U4]
                                  -1            -1               
   787 Orderaround[A,3,D,3,U1]
                                   1            -1               
   788 Orderaround[A,3,D,3,U2]
                                   0            -1               
   789 Orderaround[A,3,D,3,U3]
                                   1            -1               
   790 Orderaround[A,3,D,3,U4]
                                   0            -1               
   791 Orderaround[B,1,A,1,U1]
                                   0            -1               
   792 Orderaround[B,1,A,1,U2]
                                   0            -1               
   793 Orderaround[B,1,A,1,U3]
                                  -1            -1               
   794 Orderaround[B,1,A,1,U4]
                                  -1            -1               
   795 Orderaround[B,1,A,2,U1]
                                   1            -1               
   796 Orderaround[B,1,A,2,U2]
                                   1            -1               
   797 Orderaround[B,1,A,2,U3]
                                  -1            -1               
   798 Orderaround[B,1,A,2,U4]
                                   1            -1               
   799 Orderaround[B,1,A,3,U1]
                                   0            -1               
   800 Orderaround[B,1,A,3,U2]
                                  -1            -1               
   801 Orderaround[B,1,A,3,U3]
                                  -1            -1               
   802 Orderaround[B,1,A,3,U4]
                                   0            -1               
   803 Orderaround[B,1,B,2,U1]
                                  -1            -1               
   804 Orderaround[B,1,B,2,U2]
                                   0            -1               
   805 Orderaround[B,1,B,2,U3]
                                  -1            -1               
   806 Orderaround[B,1,B,2,U4]
                                   0            -1               
   807 Orderaround[B,1,B,3,U1]
                                  -1            -1               
   808 Orderaround[B,1,B,3,U2]
                                   0            -1               
   809 Orderaround[B,1,B,3,U3]
                                  -1            -1               
   810 Orderaround[B,1,B,3,U4]
                                   0            -1               
   811 Orderaround[B,1,B,4,U1]
                                  -1            -1               
   812 Orderaround[B,1,B,4,U2]
                                   0            -1               
   813 Orderaround[B,1,B,4,U3]
                                  -1            -1               
   814 Orderaround[B,1,B,4,U4]
                                   0            -1               
   815 Orderaround[B,1,C,1,U1]
                                   0            -1               
   816 Orderaround[B,1,C,1,U2]
                                  -1            -1               
   817 Orderaround[B,1,C,1,U3]
                                  -1            -1               
   818 Orderaround[B,1,C,1,U4]
                                   0            -1               
   819 Orderaround[B,1,C,2,U1]
                                   1            -1               
   820 Orderaround[B,1,C,2,U2]
                                   1            -1               
   821 Orderaround[B,1,C,2,U3]
                                  -1            -1               
   822 Orderaround[B,1,C,2,U4]
                                   1            -1               
   823 Orderaround[B,1,C,3,U1]
                                   0            -1               
   824 Orderaround[B,1,C,3,U2]
                                  -1            -1               
   825 Orderaround[B,1,C,3,U3]
                                  -1            -1               
   826 Orderaround[B,1,C,3,U4]
                                   0            -1               
   827 Orderaround[B,1,D,1,U1]
                                   0            -1               
   828 Orderaround[B,1,D,1,U2]
                                   0            -1               
   829 Orderaround[B,1,D,1,U3]
                                  -1            -1               
   830 Orderaround[B,1,D,1,U4]
                                  -1            -1               
   831 Orderaround[B,1,D,2,U1]
                                   0            -1               
   832 Orderaround[B,1,D,2,U2]
                                   0            -1               
   833 Orderaround[B,1,D,2,U3]
                                  -1            -1               
   834 Orderaround[B,1,D,2,U4]
                                  -1            -1               
   835 Orderaround[B,1,D,3,U1]
                                   0            -1               
   836 Orderaround[B,1,D,3,U2]
                                   0            -1               
   837 Orderaround[B,1,D,3,U3]
                                  -1            -1               
   838 Orderaround[B,1,D,3,U4]
                                  -1            -1               
   839 Orderaround[B,2,A,1,U1]
                                  -1            -1               
   840 Orderaround[B,2,A,1,U2]
                                   0            -1               
   841 Orderaround[B,2,A,1,U3]
                                   0            -1               
   842 Orderaround[B,2,A,1,U4]
                                  -1            -1               
   843 Orderaround[B,2,A,2,U1]
                                  -1            -1               
   844 Orderaround[B,2,A,2,U2]
                                   0            -1               
   845 Orderaround[B,2,A,2,U3]
                                  -1            -1               
   846 Orderaround[B,2,A,2,U4]
                                   0            -1               
   847 Orderaround[B,2,A,3,U1]
                                  -1            -1               
   848 Orderaround[B,2,A,3,U2]
                                  -1            -1               
   849 Orderaround[B,2,A,3,U3]
                                   0            -1               
   850 Orderaround[B,2,A,3,U4]
                                   0            -1               
   851 Orderaround[B,2,B,1,U1]
                                  -1            -1               
   852 Orderaround[B,2,B,1,U2]
                                   0            -1               
   853 Orderaround[B,2,B,1,U3]
                                  -1            -1               
   854 Orderaround[B,2,B,1,U4]
                                   0            -1               
   855 Orderaround[B,2,B,3,U1]
                                  -1            -1               
   856 Orderaround[B,2,B,3,U2]
                                   1            -1               
   857 Orderaround[B,2,B,3,U3]
                                   1            -1               
   858 Orderaround[B,2,B,3,U4]
                                   1            -1               
   859 Orderaround[B,2,B,4,U1]
                                  -1            -1               
   860 Orderaround[B,2,B,4,U2]
                                   1            -1               
   861 Orderaround[B,2,B,4,U3]
                                   1            -1               
   862 Orderaround[B,2,B,4,U4]
                                   1            -1               
   863 Orderaround[B,2,C,1,U1]
                                  -1            -1               
   864 Orderaround[B,2,C,1,U2]
                                  -1            -1               
   865 Orderaround[B,2,C,1,U3]
                                   0            -1               
   866 Orderaround[B,2,C,1,U4]
                                   0            -1               
   867 Orderaround[B,2,C,2,U1]
                                  -1            -1               
   868 Orderaround[B,2,C,2,U2]
                                   0            -1               
   869 Orderaround[B,2,C,2,U3]
                                  -1            -1               
   870 Orderaround[B,2,C,2,U4]
                                   0            -1               
   871 Orderaround[B,2,C,3,U1]
                                  -1            -1               
   872 Orderaround[B,2,C,3,U2]
                                  -1            -1               
   873 Orderaround[B,2,C,3,U3]
                                   0            -1               
   874 Orderaround[B,2,C,3,U4]
                                   0            -1               
   875 Orderaround[B,2,D,1,U1]
                                  -1            -1               
   876 Orderaround[B,2,D,1,U2]
                                   0            -1               
   877 Orderaround[B,2,D,1,U3]
                                   0            -1               
   878 Orderaround[B,2,D,1,U4]
                                  -1            -1               
   879 Orderaround[B,2,D,2,U1]
                                  -1            -1               
   880 Orderaround[B,2,D,2,U2]
                                   0            -1               
   881 Orderaround[B,2,D,2,U3]
                                   0            -1               
   882 Orderaround[B,2,D,2,U4]
                                  -1            -1               
   883 Orderaround[B,2,D,3,U1]
                                  -1            -1               
   884 Orderaround[B,2,D,3,U2]
                                   0            -1               
   885 Orderaround[B,2,D,3,U3]
                                   0            -1               
   886 Orderaround[B,2,D,3,U4]
                                  -1            -1               
   887 Orderaround[B,3,A,1,U1]
                                  -1            -1               
   888 Orderaround[B,3,A,1,U2]
                                   0            -1               
   889 Orderaround[B,3,A,1,U3]
                                   0            -1               
   890 Orderaround[B,3,A,1,U4]
                                  -1            -1               
   891 Orderaround[B,3,A,2,U1]
                                  -1            -1               
