Problem:    f3
   453 Orderaround[A,3,A,1,U4]
                                  -1            -1               
   454 Orderaround[A,3,A,2,U1]
                                   1            -1               
   455 Orderaround[A,3,A,2,U4]
                                  -1            -1               
   456 Orderaround[A,3,B,1,U3]
                                  -1            -1               
   457 Orderaround[A,3,B,1,U4]
                                  -1            -1               
   458 Orderaround[A,3,B,2,U1]
                                  -1            -1               
   459 Orderaround[A,3,B,2,U4]
                                  -1            -1               
   460 Orderaround[A,3,B,3,U1]
                                  -1            -1               
   461 Orderaround[A,3,B,3,U3]
                                   0            -1               
   462 Orderaround[A,3,B,3,U4]
                                  -1            -1               
   463 Orderaround[A,3,B,4,U1]
                                  -1            -1               
   464 Orderaround[A,3,B,4,U4]
                                  -1            -1               
   465 Orderaround[A,3,C,1,U1]
                                   1            -1               
   466 Orderaround[A,3,C,1,U4]
                                   0            -1               
   467 Orderaround[A,3,C,2,U3]
                                   0            -1               
   468 Orderaround[A,3,C,3,U3]
                                   0            -1               
   469 Orderaround[A,3,C,3,U4]
                                  -1            -1               
   470 Orderaround[A,3,D,1,U1]
                                   0            -1               
   471 Orderaround[A,3,D,1,U3]
                                   0            -1               
   472 Orderaround[A,3,D,2,U1]
                                   1            -1               
   473 Orderaround[A,3,D,2,U3]
                                   1            -1               
   474 Orderaround[A,3,D,2,U4]
                                  -1            -1               
   475 Orderaround[A,3,D,3,U1]
                                   0            -1               
   476 Orderaround[A,3,D,3,U3]
                                  -1            -1               
   477 Orderaround[B,1,A,1,U3]
                                  -1            -1               
   478 Orderaround[B,1,A,1,U4]
                                   1            -1               
   479 Orderaround[B,1,A,2,U2]
                                   0            -1               
   480 Orderaround[B,1,A,2,U4]
                                  -1            -1               
   481 Orderaround[B,1,A,3,U3]
                                  -1            -1               
   482 Orderaround[B,1,A,3,U4]
                                  -1            -1               
   483 Orderaround[B,1,B,2,U2]
                                   0            -1               
   484 Orderaround[B,1,B,2,U4]
                                   0            -1               
   485 Orderaround[B,1,B,3,U3]
                                  -1            -1               
   486 Orderaround[B,1,B,3,U4]
                                   0            -1               
   487 Orderaround[B,1,B,4,U2]
                                   0            -1               
   488 Orderaround[B,1,B,4,U4]
                                   0            -1               
   489 Orderaround[B,1,C,1,U2]
                                  -1            -1               
   490 Orderaround[B,1,C,1,U4]
                                   0            -1               
   491 Orderaround[B,1,C,2,U2]
                                  -1            -1               
   492 Orderaround[B,1,C,2,U3]
                                  -1            -1               
   493 Orderaround[B,1,C,3,U2]
                                  -1            -1               
   494 Orderaround[B,1,C,3,U3]
                                  -1            -1               
   495 Orderaround[B,1,C,3,U4]
                                   0            -1               
   496 Orderaround[B,1,D,1,U2]
                                  -1            -1               
   497 Orderaround[B,1,D,1,U3]
                                  -1            -1               
   498 Orderaround[B,1,D,2,U3]
                                  -1            -1               
   499 Orderaround[B,1,D,2,U4]
                                  -1            -1               
   500 Orderaround[B,1,D,3,U2]
                                   1            -1               
   501 Orderaround[B,1,D,3,U3]
                                  -1            -1               
   502 Orderaround[B,2,A,1,U1]
                                  -1            -1               
   503 Orderaround[B,2,A,1,U4]
                                   0            -1               
   504 Orderaround[B,2,A,2,U1]
                                  -1            -1               
   505 Orderaround[B,2,A,2,U2]
                                   0            -1               
   506 Orderaround[B,2,A,2,U4]
                                  -1            -1               
   507 Orderaround[B,2,A,3,U1]
                                  -1            -1               
   508 Orderaround[B,2,A,3,U4]
                                  -1            -1               
   509 Orderaround[B,2,B,1,U2]
                                   0            -1               
   510 Orderaround[B,2,B,1,U4]
                                   0            -1               
   511 Orderaround[B,2,B,3,U1]
                                  -1            -1               
   512 Orderaround[B,2,B,3,U4]
                                   1            -1               
   513 Orderaround[B,2,B,4,U1]
                                  -1            -1               
   514 Orderaround[B,2,B,4,U2]
                                   1            -1               
   515 Orderaround[B,2,B,4,U4]
                                   1            -1               
   516 Orderaround[B,2,C,1,U1]
                                  -1            -1               
   517 Orderaround[B,2,C,1,U2]
                                  -1            -1               
   518 Orderaround[B,2,C,1,U4]
                                   0            -1               
   519 Orderaround[B,2,C,2,U2]
                                  -1            -1               
   520 Orderaround[B,2,C,3,U2]
                                  -1            -1               
   521 Orderaround[B,2,C,3,U4]
                                   0            -1               
   522 Orderaround[B,2,D,1,U1]
                                  -1            -1               
   523 Orderaround[B,2,D,1,U2]
                                  -1            -1               
   524 Orderaround[B,2,D,2,U1]
                                  -1            -1               
   525 Orderaround[B,2,D,2,U4]
                                  -1            -1               
   526 Orderaround[B,2,D,3,U1]
                                  -1            -1               
   527 Orderaround[B,2,D,3,U2]
                                   0            -1               
   528 Orderaround[B,3,A,1,U1]
                                  -1            -1               
   529 Orderaround[B,3,A,1,U3]
                                  -1            -1               
   530 Orderaround[B,3,A,1,U4]
                                   0            -1               
   531 Orderaround[B,3,A,2,U1]
                                  -1            -1               
   532 Orderaround[B,3,A,2,U4]
                                  -1            -1               
   533 Orderaround[B,3,A,3,U1]
                                  -1            -1               
   534 Orderaround[B,3,A,3,U3]
                                   0            -1               
   535 Orderaround[B,3,A,3,U4]
                                  -1            -1               
   536 Orderaround[B,3,B,1,U3]
                                  -1            -1               
   537 Orderaround[B,3,B,1,U4]
                                   0            -1               
   538 Orderaround[B,3,B,2,U1]
                                  -1            -1               
   539 Orderaround[B,3,B,2,U4]
                                   1            -1               
   540 Orderaround[B,3,B,4,U1]
                                  -1            -1               
   541 Orderaround[B,3,B,4,U4]
                                   1            -1               
   542 Orderaround[B,3,C,1,U1]
                                  -1            -1               
   543 Orderaround[B,3,C,1,U4]
                                   0            -1               
   544 Orderaround[B,3,C,2,U3]
                                   0            -1               
   545 Orderaround[B,3,C,3,U3]
                                   0            -1               
   546 Orderaround[B,3,C,3,U4]
                                   0            -1               
   547 Orderaround[B,3,D,1,U1]
                                  -1            -1               
   548 Orderaround[B,3,D,1,U3]
                                   0            -1               
   549 Orderaround[B,3,D,2,U1]
                                  -1            -1               
   550 Orderaround[B,3,D,2,U3]
                                   0            -1               
   551 Orderaround[B,3,D,2,U4]
                                  -1            -1               
   552 Orderaround[B,3,D,3,U1]
                                  -1            -1               
   553 Orderaround[B,3,D,3,U3]
                                  -1            -1               
   554 Orderaround[B,4,A,1,U1]
                                  -1            -1               
   555 Orderaround[B,4,A,1,U4]
                                   0            -1               
   556 Orderaround[B,4,A,2,U1]
                                  -1            -1               
   557 Orderaround[B,4,A,2,U2]
                                   0            -1               
   558 Orderaround[B,4,A,2,U4]
                                  -1            -1               
   559 Orderaround[B,4,A,3,U1]
                                  -1            -1               
   560 Orderaround[B,4,A,3,U4]
                                  -1            -1               
   561 Orderaround[B,4,B,1,U2]
                                   0            -1               
   562 Orderaround[B,4,B,1,U4]
                                   0            -1               
   563 Orderaround[B,4,B,2,U1]
                                  -1            -1               
   564 Orderaround[B,4,B,2,U2]
                                   1            -1               
   565 Orderaround[B,4,B,2,U4]
                                   1            -1               
   566 Orderaround[B,4,B,3,U1]
                                  -1            -1               
   567 Orderaround[B,4,B,3,U4]
                                   1            -1               
   568 Orderaround[B,4,C,1,U1]
                                  -1            -1               
   569 Orderaround[B,4,C,1,U2]
                                  -1            -1               
   570 Orderaround[B,4,C,1,U4]
                                   0            -1               
   571 Orderaround[B,4,C,2,U2]
                                  -1            -1               
   572 Orderaround[B,4,C,3,U2]
                                  -1            -1               
   573 Orderaround[B,4,C,3,U4]
                                   0            -1               
   574 Orderaround[B,4,D,1,U1]
                                  -1            -1               
   575 Orderaround[B,4,D,1,U2]
                                  -1            -1               
   576 Orderaround[B,4,D,2,U1]
                                  -1            -1               
   577 Orderaround[B,4,D,2,U4]
                                  -1            -1               
   578 Orderaround[B,4,D,3,U1]
                                  -1            -1               
   579 Orderaround[B,4,D,3,U2]
                                   0            -1               
   580 Orderaround[C,1,A,1,U1]
                                   0            -1               
   581 Orderaround[C,1,A,1,U4]
                                   0            -1               
   582 Orderaround[C,1,A,2,U1]
                                   0            -1               
   583 Orderaround[C,1,A,2,U2]
                                  -1            -1               
   584 Orderaround[C,1,A,2,U4]
                                  -1            -1               
   585 Orderaround[C,1,A,3,U1]
                                   1            -1               
   586 Orderaround[C,1,A,3,U4]
                                   0            -1               
   587 Orderaround[C,1,B,1,U2]
                                  -1            -1               
   588 Orderaround[C,1,B,1,U4]
                                   0            -1               
   589 Orderaround[C,1,B,2,U1]
                                  -1            -1               
   590 Orderaround[C,1,B,2,U2]
                                  -1            -1               
   591 Orderaround[C,1,B,2,U4]
                                   0            -1               
   592 Orderaround[C,1,B,3,U1]
                                  -1            -1               
   593 Orderaround[C,1,B,3,U4]
                                   0            -1               
   594 Orderaround[C,1,B,4,U1]
                                  -1            -1               
   595 Orderaround[C,1,B,4,U2]
                                  -1            -1               
   596 Orderaround[C,1,B,4,U4]
                                   0            -1               
   597 Orderaround[C,1,C,2,U2]
                                  -1            -1               
   598 Orderaround[C,1,C,3,U2]
                                  -1            -1               
   599 Orderaround[C,1,C,3,U4]
                                   1            -1               
   600 Orderaround[C,1,D,1,U1]
                                   1            -1               
   601 Orderaround[C,1,D,1,U2]
                                  -1            -1               
   602 Orderaround[C,1,D,2,U1]
                                   0            -1               
   603 Orderaround[C,1,D,2,U4]
                                  -1            -1               
   604 Orderaround[C,1,D,3,U1]
                                   0            -1               
   605 Orderaround[C,1,D,3,U2]
                                  -1            -1               
   606 Orderaround[C,2,A,1,U3]
                                  -1            -1               
   607 Orderaround[C,2,A,2,U2]
                                  -1            -1               
   608 Orderaround[C,2,A,3,U3]
                                   0            -1               
   609 Orderaround[C,2,B,1,U2]
                                  -1            -1               
   610 Orderaround[C,2,B,1,U3]
                                  -1            -1               
   611 Orderaround[C,2,B,2,U2]
                                  -1            -1               
   612 Orderaround[C,2,B,3,U3]
                                   0            -1               
   613 Orderaround[C,2,B,4,U2]
                                  -1            -1               
   614 Orderaround[C,2,C,1,U2]
                                  -1            -1               
   615 Orderaround[C,2,C,3,U2]
                                  -1            -1               
   616 Orderaround[C,2,C,3,U3]
                                   1            -1               
   617 Orderaround[C,2,D,1,U2]
                                  -1            -1               
   618 Orderaround[C,2,D,1,U3]
                                   1            -1               
   619 Orderaround[C,2,D,2,U3]
                                   0            -1               
   620 Orderaround[C,2,D,3,U2]
                                  -1            -1               
   621 Orderaround[C,2,D,3,U3]
                                  -1            -1               
   622 Orderaround[C,3,A,1,U3]
                                  -1            -1               
   623 Orderaround[C,3,A,1,U4]
                                   0            -1               
   624 Orderaround[C,3,A,2,U2]
                                  -1            -1               
   625 Orderaround[C,3,A,2,U4]
                                  -1            -1               
   626 Orderaround[C,3,A,3,U3]
                                   0            -1               
   627 Orderaround[C,3,A,3,U4]
                                  -1            -1               
   628 Orderaround[C,3,B,1,U2]
                                  -1            -1               
   629 Orderaround[C,3,B,1,U3]
                                  -1            -1               
   630 Orderaround[C,3,B,1,U4]
                                   0            -1               
   631 Orderaround[C,3,B,2,U2]
                                  -1            -1               
   632 Orderaround[C,3,B,2,U4]
                                   0            -1               
   633 Orderaround[C,3,B,3,U3]
                                   0            -1               
   634 Orderaround[C,3,B,3,U4]
                                   0            -1               
   635 Orderaround[C,3,B,4,U2]
                                  -1            -1               
   636 Orderaround[C,3,B,4,U4]
                                   0            -1               
   637 Orderaround[C,3,C,1,U2]
                                  -1            -1               
   638 Orderaround[C,3,C,1,U4]
                                   1            -1               
   639 Orderaround[C,3,C,2,U2]
                                  -1            -1               
   640 Orderaround[C,3,C,2,U3]
                                   1            -1               
   641 Orderaround[C,3,D,1,U2]
                                  -1            -1               
   642 Orderaround[C,3,D,1,U3]
                                   1            -1               
   643 Orderaround[C,3,D,2,U3]
                                   0            -1               
   644 Orderaround[C,3,D,2,U4]
                                  -1            -1               
   645 Orderaround[C,3,D,3,U2]
                                  -1            -1               
   646 Orderaround[C,3,D,3,U3]
                                  -1            -1               
   647 Orderaround[D,1,A,1,U1]
                                   0            -1               
   648 Orderaround[D,1,A,1,U3]
                                  -1            -1               
   649 Orderaround[D,1,A,2,U1]
                                   0            -1               
   650 Orderaround[D,1,A,2,U2]
                                  -1            -1               
   651 Orderaround[D,1,A,3,U1]
                                   0            -1               
   652 Orderaround[D,1,A,3,U3]
                                   0            -1               
   653 Orderaround[D,1,B,1,U2]
                                  -1            -1               
   654 Orderaround[D,1,B,1,U3]
                                  -1            -1               
   655 Orderaround[D,1,B,2,U1]
                                  -1            -1               
   656 Orderaround[D,1,B,2,U2]
                                  -1            -1               
   657 Orderaround[D,1,B,3,U1]
                                  -1            -1               
   658 Orderaround[D,1,B,3,U3]
                                   0            -1               
   659 Orderaround[D,1,B,4,U1]
                                  -1            -1               
   660 Orderaround[D,1,B,4,U2]
                                  -1            -1               
   661 Orderaround[D,1,C,1,U1]
                                   1            -1               
   662 Orderaround[D,1,C,1,U2]
                                  -1            -1               
   663 Orderaround[D,1,C,2,U2]
                                  -1            -1               
   664 Orderaround[D,1,C,2,U3]
                                   1            -1               
   665 Orderaround[D,1,C,3,U2]
                                  -1            -1               
   666 Orderaround[D,1,C,3,U3]
                                   1            -1               
   667 Orderaround[D,1,D,2,U1]
                                   0            -1               
   668 Orderaround[D,1,D,2,U3]
                                   0            -1               
   669 Orderaround[D,1,D,3,U1]
                                   0            -1               
   670 Orderaround[D,1,D,3,U2]
                                  -1            -1               
   671 Orderaround[D,1,D,3,U3]
                                  -1            -1               
   672 Orderaround[D,2,A,1,U1]
                                   0            -1               
   673 Orderaround[D,2,A,1,U3]
                                  -1            -1               
   674 Orderaround[D,2,A,1,U4]
                                  -1            -1               
   675 Orderaround[D,2,A,2,U1]
                                   1            -1               
   676 Orderaround[D,2,A,2,U4]
                                  -1            -1               
   677 Orderaround[D,2,A,3,U1]
                                   1            -1               
   678 Orderaround[D,2,A,3,U3]
                                   1            -1               
   679 Orderaround[D,2,A,3,U4]
                                  -1            -1               
   680 Orderaround[D,2,B,1,U3]
                                  -1            -1               
   681 Orderaround[D,2,B,1,U4]
                                  -1            -1               
   682 Orderaround[D,2,B,2,U1]
                                  -1            -1               
   683 Orderaround[D,2,B,2,U4]
                                  -1            -1               
   684 Orderaround[D,2,B,3,U1]
                                  -1            -1               
   685 Orderaround[D,2,B,3,U3]
                                   0            -1               
   686 Orderaround[D,2,B,3,U4]
                                  -1            -1               
   687 Orderaround[D,2,B,4,U1]
                                  -1            -1               
   688 Orderaround[D,2,B,4,U4]
                                  -1            -1               
   689 Orderaround[D,2,C,1,U1]
                                   0            -1               
   690 Orderaround[D,2,C,1,U4]
                                  -1            -1               
   691 Orderaround[D,2,C,2,U3]
                                   0            -1               
   692 Orderaround[D,2,C,3,U3]
                                   0            -1               
   693 Orderaround[D,2,C,3,U4]
                                  -1            -1               
   694 Orderaround[D,2,D,1,U1]
                                   0            -1               
   695 Orderaround[D,2,D,1,U3]
                                   0            -1               
   696 Orderaround[D,2,D,3,U1]
                                   0            -1               
   697 Orderaround[D,2,D,3,U3]
                                  -1            -1               
   698 Orderaround[D,3,A,1,U1]
                                   1            -1               
   699 Orderaround[D,3,A,1,U3]
                                  -1            -1               
   700 Orderaround[D,3,A,2,U1]
                                   0            -1               
   701 Orderaround[D,3,A,2,U2]
                                   0            -1               
   702 Orderaround[D,3,A,3,U1]
                                   0            -1               
   703 Orderaround[D,3,A,3,U3]
                                  -1            -1               
   704 Orderaround[D,3,B,1,U2]
                                   1            -1               
   705 Orderaround[D,3,B,1,U3]
                                  -1            -1               
   706 Orderaround[D,3,B,2,U1]
                                  -1            -1               
   707 Orderaround[D,3,B,2,U2]
                                   0            -1               
   708 Orderaround[D,3,B,3,U1]
                                  -1            -1               
   709 Orderaround[D,3,B,3,U3]
                                  -1            -1               
   710 Orderaround[D,3,B,4,U1]
                                  -1            -1               
   711 Orderaround[D,3,B,4,U2]
                                   0            -1               
   712 Orderaround[D,3,C,1,U1]
                                   0            -1               
   713 Orderaround[D,3,C,1,U2]
                                  -1            -1               
   714 Orderaround[D,3,C,2,U2]
                                  -1            -1               
   715 Orderaround[D,3,C,2,U3]
                                  -1            -1               
   716 Orderaround[D,3,C,3,U2]
                                  -1            -1               
   717 Orderaround[D,3,C,3,U3]
                                  -1            -1               
   718 Orderaround[D,3,D,1,U1]
                                   0            -1               
   719 Orderaround[D,3,D,1,U2]
                                  -1            -1               
   720 Orderaround[D,3,D,1,U3]
                                  -1            -1               
   721 Orderaround[D,3,D,2,U1]
                                   0            -1               
   722 Orderaround[D,3,D,2,U3]
                                  -1            -1               
   723 egyTaskotegyUnitba[A,1]
                                   1             1             = 
   724 egyTaskotegyUnitba[A,2]
                                   1             1             = 
   725 egyTaskotegyUnitba[A,3]
                                   1             1             = 
   726 egyTaskotegyUnitba[B,1]
                                   1             1             = 
   727 egyTaskotegyUnitba[B,2]
                                   1             1             = 
   728 egyTaskotegyUnitba[B,3]
                                   1             1             = 
   729 egyTaskotegyUnitba[B,4]
                                   1             1             = 
   730 egyTaskotegyUnitba[C,1]
                                   1             1             = 
   731 egyTaskotegyUnitba[C,2]
                                   1             1             = 
   732 egyTaskotegyUnitba[C,3]
                                   1             1             = 
   733 egyTaskotegyUnitba[D,1]
                                   1             1             = 
   734 egyTaskotegyUnitba[D,2]
                                   1             1             = 
   735 egyTaskotegyUnitba[D,3]
                                   1             1             = 
   736 Makespanconstraint[A,1]
                                   8            -0               
   737 Makespanconstraint[A,2]
                                   1            -0               
   738 Makespanconstraint[A,3]
                                   0            -0               
   739 Makespanconstraint[B,1]
                                  34            -0               
   740 Makespanconstraint[B,2]
                                  16            -0               
   741 Makespanconstraint[B,3]
                                  12            -0               
   742 Makespanconstraint[B,4]
                                   0            -0               
   743 Makespanconstraint[C,1]
                                  35            -0               
   744 Makespanconstraint[C,2]
                                  23            -0               
   745 Makespanconstraint[C,3]
                                   0            -0               
   746 Makespanconstraint[D,1]
                                  30            -0               
   747 Makespanconstraint[D,2]
                                   8            -0               
   748 Makespanconstraint[D,3]
                                   0            -0               
   749 Makespan                   43                             

   No. Column name       Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 stime[A,1]                 15             0               
     2 stime[A,2]                 35             0               
     3 stime[A,3]                 42             0               
     4 stime[B,1]                  0             0               
     5 stime[B,2]                  9             0               
     6 stime[B,3]                 27             0               
     7 stime[B,4]                 31             0               
     8 stime[C,1]                  0             0               
     9 stime[C,2]                 13             0               
    10 stime[C,3]                 20             0               
    11 stime[D,1]                  8             0               
    12 stime[D,2]                 17             0               
    13 stime[D,3]                 37             0               
    14 ctime[A,1]                 35             0               
    15 ctime[A,2]                 42             0               
    16 ctime[A,3]                 43             0               
    17 ctime[B,1]                  9             0               
    18 ctime[B,2]                 27             0               
    19 ctime[B,3]                 31             0               
    20 ctime[B,4]                 43             0               
    21 ctime[C,1]                  8             0               
    22 ctime[C,2]                 20             0               
    23 ctime[C,3]                 43             0               
    24 ctime[D,1]                 13             0               
    25 ctime[D,2]                 35             0               
    26 ctime[D,3]                 43             0               
    27 choose[A,1,U1]
                    *              0             0             1 
    28 choose[A,1,U2]
                    *              0             0             1 
    29 choose[A,1,U3]
                    *              1             0             1 
    30 choose[A,1,U4]
                    *              0             0             1 
    31 choose[A,2,U1]
                    *              0             0             1 
    32 choose[A,2,U2]
                    *              0             0             1 
    33 choose[A,2,U3]
                    *              0             0             1 
    34 choose[A,2,U4]
                    *              1             0             1 
    35 choose[A,3,U1]
                    *              0             0             1 
    36 choose[A,3,U2]
                    *              0             0             1 
    37 choose[A,3,U3]
                    *              0             0             1 
    38 choose[A,3,U4]
                    *              1             0             1 
    39 choose[B,1,U1]
                    *              0             0             1 
    40 choose[B,1,U2]
                    *              0             0             1 
    41 choose[B,1,U3]
                    *              1             0             1 
    42 choose[B,1,U4]
                    *              0             0             1 
    43 choose[B,2,U1]
                    *              1             0             1 
    44 choose[B,2,U2]
                    *              0             0             1 
    45 choose[B,2,U3]
                    *              0             0             1 
    46 choose[B,2,U4]
                    *              0             0             1 
    47 choose[B,3,U1]
                    *              1             0             1 
    48 choose[B,3,U2]
                    *              0             0             1 
    49 choose[B,3,U3]
                    *              0             0             1 
    50 choose[B,3,U4]
                    *              0             0             1 
    51 choose[B,4,U1]
                    *              1             0             1 
    52 choose[B,4,U2]
                    *              0             0             1 
    53 choose[B,4,U3]
                    *              0             0             1 
    54 choose[B,4,U4]
                    *              0             0             1 
    55 choose[C,1,U1]
                    *              0             0             1 
    56 choose[C,1,U2]
                    *              1             0             1 
    57 choose[C,1,U3]
                    *              0             0             1 
    58 choose[C,1,U4]
                    *              0             0             1 
    59 choose[C,2,U1]
                    *              0             0             1 
    60 choose[C,2,U2]
                    *              1             0             1 
    61 choose[C,2,U3]
                    *              0             0             1 
    62 choose[C,2,U4]
                    *              0             0             1 
    63 choose[C,3,U1]
                    *              0             0             1 
    64 choose[C,3,U2]
                    *              1             0             1 
    65 choose[C,3,U3]
                    *              0             0             1 
    66 choose[C,3,U4]
                    *              0             0             1 
    67 choose[D,1,U1]
                    *              0             0             1 
    68 choose[D,1,U2]
                    *              1             0             1 
    69 choose[D,1,U3]
                    *              0             0             1 
    70 choose[D,1,U4]
                    *              0             0             1 
    71 choose[D,2,U1]
                    *              0             0             1 
    72 choose[D,2,U2]
                    *              0             0             1 
    73 choose[D,2,U3]
                    *              0             0             1 
    74 choose[D,2,U4]
                    *              1             0             1 
    75 choose[D,3,U1]
                    *              0             0             1 
    76 choose[D,3,U2]
                    *              0             0             1 
    77 choose[D,3,U3]
                    *              1             0             1 
    78 choose[D,3,U4]
                    *              0             0             1 
    79 X[A,1,A,2]   *              0             0             1 
    80 X[A,1,A,3]   *              0             0             1 
    81 X[A,1,B,1]   *              0             0             1 
    82 X[A,1,B,2]   *              0             0             1 
    83 X[A,1,B,3]   *              0             0             1 
    84 X[A,1,B,4]   *              0             0             1 
    85 X[A,1,C,1]   *              0             0             1 
    86 X[A,1,C,2]   *              0             0             1 
    87 X[A,1,C,3]   *              0             0             1 
    88 X[A,1,D,1]   *              0             0             1 
    89 X[A,1,D,2]   *              0             0             1 
    90 X[A,1,D,3]   *              1             0             1 
    91 X[A,2,A,1]   *              0             0             1 
    92 X[A,2,A,3]   *              1             0             1 
    93 X[A,2,B,1]   *              0             0             1 
    94 X[A,2,B,2]   *              0             0             1 
    95 X[A,2,B,3]   *              0             0             1 
    96 X[A,2,B,4]   *              0             0             1 
    97 X[A,2,C,1]   *              0             0             1 
    98 X[A,2,C,2]   *              0             0             1 
    99 X[A,2,C,3]   *              0             0             1 
   100 X[A,2,D,1]   *              0             0             1 
   101 X[A,2,D,2]   *              0             0             1 
   102 X[A,2,D,3]   *              0             0             1 
   103 X[A,3,A,1]   *              0             0             1 
   104 X[A,3,A,2]   *              0             0             1 
   105 X[A,3,B,1]   *              0             0             1 
   106 X[A,3,B,2]   *              0             0             1 
   107 X[A,3,B,3]   *              0             0             1 
   108 X[A,3,B,4]   *              0             0             1 
   109 X[A,3,C,1]   *              1             0             1 
   110 X[A,3,C,2]   *              0             0             1 
   111 X[A,3,C,3]   *              0             0             1 
   112 X[A,3,D,1]   *              0             0             1 
   113 X[A,3,D,2]   *              0             0             1 
   114 X[A,3,D,3]   *              0             0             1 
   115 X[B,1,A,1]   *              1             0             1 
   116 X[B,1,A,2]   *              0             0             1 
   117 X[B,1,A,3]   *              0             0             1 
   118 X[B,1,B,2]   *              0             0             1 
   119 X[B,1,B,3]   *              0             0             1 
   120 X[B,1,B,4]   *              0             0             1 
   121 X[B,1,C,1]   *              0             0             1 
   122 X[B,1,C,2]   *              0             0             1 
   123 X[B,1,C,3]   *              0             0             1 
   124 X[B,1,D,1]   *              0             0             1 
   125 X[B,1,D,2]   *              0             0             1 
   126 X[B,1,D,3]   *              1             0             1 
   127 X[B,2,A,1]   *              0             0             1 
   128 X[B,2,A,2]   *              0             0             1 
   129 X[B,2,A,3]   *              0             0             1 
   130 X[B,2,B,1]   *              0             0             1 
   131 X[B,2,B,3]   *              1             0             1 
   132 X[B,2,B,4]   *              1             0             1 
   133 X[B,2,C,1]   *              0             0             1 
   134 X[B,2,C,2]   *              0             0             1 
   135 X[B,2,C,3]   *              0             0             1 
   136 X[B,2,D,1]   *              0             0             1 
   137 X[B,2,D,2]   *              0             0             1 
   138 X[B,2,D,3]   *              0             0             1 
   139 X[B,3,A,1]   *              0             0             1 
   140 X[B,3,A,2]   *              0             0             1 
   141 X[B,3,A,3]   *              0             0             1 
   142 X[B,3,B,1]   *              0             0             1 
   143 X[B,3,B,2]   *              0             0             1 
   144 X[B,3,B,4]   *              1             0             1 
   145 X[B,3,C,1]   *              0             0             1 
   146 X[B,3,C,2]   *              0             0             1 
   147 X[B,3,C,3]   *              0             0             1 
   148 X[B,3,D,1]   *              0             0             1 
   149 X[B,3,D,2]   *              0             0             1 
   150 X[B,3,D,3]   *              0             0             1 
   151 X[B,4,A,1]   *              0             0             1 
   152 X[B,4,A,2]   *              0             0             1 
   153 X[B,4,A,3]   *              0             0             1 
   154 X[B,4,B,1]   *              0             0             1 
   155 X[B,4,B,2]   *              0             0             1 
   156 X[B,4,B,3]   *              0             0             1 
   157 X[B,4,C,1]   *              0             0             1 
   158 X[B,4,C,2]   *              0             0             1 
   159 X[B,4,C,3]   *              0             0             1 
   160 X[B,4,D,1]   *              0             0             1 
   161 X[B,4,D,2]   *              0             0             1 
   162 X[B,4,D,3]   *              0             0             1 
   163 X[C,1,A,1]   *              0             0             1 
   164 X[C,1,A,2]   *              0             0             1 
   165 X[C,1,A,3]   *              0             0             1 
   166 X[C,1,B,1]   *              0             0             1 
   167 X[C,1,B,2]   *              0             0             1 
   168 X[C,1,B,3]   *              0             0             1 
   169 X[C,1,B,4]   *              0             0             1 
   170 X[C,1,C,2]   *              1             0             1 
   171 X[C,1,C,3]   *              1             0             1 
   172 X[C,1,D,1]   *              1             0             1 
   173 X[C,1,D,2]   *              0             0             1 
   174 X[C,1,D,3]   *              0             0             1 
   175 X[C,2,A,1]   *              0             0             1 
   176 X[C,2,A,2]   *              0             0             1 
   177 X[C,2,A,3]   *              0             0             1 
   178 X[C,2,B,1]   *              0             0             1 
   179 X[C,2,B,2]   *              0             0             1 
   180 X[C,2,B,3]   *              0             0             1 
   181 X[C,2,B,4]   *              0             0             1 
   182 X[C,2,C,1]   *              0             0             1 
   183 X[C,2,C,3]   *              1             0             1 
   184 X[C,2,D,1]   *              0             0             1 
   185 X[C,2,D,2]   *              0             0             1 
   186 X[C,2,D,3]   *              0             0             1 
   187 X[C,3,A,1]   *              0             0             1 
   188 X[C,3,A,2]   *              0             0             1 
   189 X[C,3,A,3]   *              0             0             1 
   190 X[C,3,B,1]   *              0             0             1 
   191 X[C,3,B,2]   *              0             0             1 
   192 X[C,3,B,3]   *              0             0             1 
   193 X[C,3,B,4]   *              0             0             1 
   194 X[C,3,C,1]   *              0             0             1 
   195 X[C,3,C,2]   *              0             0             1 
   196 X[C,3,D,1]   *              0             0             1 
   197 X[C,3,D,2]   *              0             0             1 
   198 X[C,3,D,3]   *              0             0             1 
   199 X[D,1,A,1]   *              0             0             1 
   200 X[D,1,A,2]   *              0             0             1 
   201 X[D,1,A,3]   *              0             0             1 
   202 X[D,1,B,1]   *              0             0             1 
   203 X[D,1,B,2]   *              0             0             1 
   204 X[D,1,B,3]   *              0             0             1 
   205 X[D,1,B,4]   *              0             0             1 
   206 X[D,1,C,1]   *              0             0             1 
   207 X[D,1,C,2]   *              1             0             1 
   208 X[D,1,C,3]   *              1             0             1 
   209 X[D,1,D,2]   *              0             0             1 
   210 X[D,1,D,3]   *              0             0             1 
   211 X[D,2,A,1]   *              0             0             1 
   212 X[D,2,A,2]   *              1             0             1 
   213 X[D,2,A,3]   *              1             0             1 
   214 X[D,2,B,1]   *              0             0             1 
   215 X[D,2,B,2]   *              0             0             1 
   216 X[D,2,B,3]   *              0             0             1 
